Name,Rank,Industry,Revenues,Year,Sector,Revenues_($M)
"Medtronic, Inc.",196,Medical Products and Equipment,"1,351,500",2009,,
Qwest Communications International Inc.,197,Telecommunications,"1,347,500",2009,,
Aramark Corporation,198,Diversified Outsourcing Services,"1,347,020",2009,,
Sara Lee Corporation,199,Food Consumer Products,"1,345,000",2009,,
"National Oilwell Varco, Inc.",200,"Oil and Gas Equipment, Services","1,343,140",2009,,
"Waste Management, Inc.",201,Waste Management,"1,338,800",2009,,
Omnicom Group Inc.,202,"Advertising, marketing","1,335,990",2009,,
The Chubb Corporation,203,Insurance: Property and Casualty (Stock),"1,322,100",2009,,
Duke Energy Corporation,204,Utilities: Gas and Electric,"1,321,200",2009,,
Entergy Corporation,205,Utilities: Gas and Electric,"1,309,380",2009,,
State Street Corporation,206,Commercial Banks,"1,292,200",2009,,
United Services Automobile Association,207,Insurance: Property and Casualty (Stock),"1,291,200",2009,,
"Marriott International, Inc.",208,"Hotels, Casinos, Resorts","1,288,000",2009,,
The Progressive Corporation,209,Insurance: Property and Casualty (Stock),"1,284,010",2009,,
Kellogg Company,210,Food Consumer Products,"1,282,200",2009,,
"SunTrust Banks, Inc.",211,Commercial Banks,"1,280,080",2009,,
"Jabil Circuit, Inc.",212,Semiconductors and Other Electronic Components,"1,277,970",2009,,
Danaher Corporation,213,"Scientific,Photographic and Control Equipment","1,269,750",2009,,
"Reliant Energy, Inc.",214,Energy,"1,255,320",2009,,
Texas Instruments Incorporated,215,Semiconductors and Other Electronic Components,"1,250,100",2009,,
Dean Foods Company,216,Food Consumer Products,"1,245,460",2009,,
Apache Corporation,217,"Mining, Crude-Oil Production","1,238,980",2009,,
"The Williams Companies, Inc.",218,Energy,"1,235,700",2009,,
Baxter International Inc.,219,Medical Products and Equipment,"1,234,800",2009,,
Freddie Mac,220,Diversified Financials,"1,230,200",2009,,
Parker-Hannifin Corporation,221,Industrial Machinery,"1,214,560",2009,,
"US Airways Group, Inc.",222,Airlines,"1,211,800",2009,,
"Knight, Inc.",223,Pipelines,"1,209,480",2009,,
"Land O'Lakes, Inc.",224,Food Consumer Products,"1,203,930",2009,,
"Penske Automotive Group, Inc.",225,"Automotive Retailing, Services","1,191,770",2009,,
Coventry Health Care Inc.,226,Health Care: Insurance and Managed Care,"1,191,360",2009,,
Baker Hughes Incorporated,227,"Oil and Gas Equipment, Services","1,186,400",2009,,
"Circuit City Stores, Inc.",228,Specialty Retailers,"1,174,370",2009,,
ITT Corporation,229,Industrial Machinery,"1,170,250",2009,,
Chesapeake Energy Corporation,230,"Mining, Crude-Oil Production","1,162,900",2009,,
DISH Network Corporation,231,Telecommunications,"1,161,720",2009,,
"Marsh & McLennan Companies, Inc.",232,Diversified Financials,"1,158,700",2009,,
R.R. Donnelley & Sons Company,233,"Publishing, Printing","1,158,160",2009,,
"KBR, Inc.",234,"Engineering, Construction","1,158,100",2009,,
Monsanto Company,235,Chemicals,"1,157,900",2009,,
Weyerhaeuser Company,236,Forest and Paper Products,"1,140,100",2009,,
Energy Future Holdings Corp.,237,Energy,"1,136,400",2009,,
"CenterPoint Energy, Inc.",238,Utilities: Gas and Electric,"1,132,200",2009,,
"Yum! Brands, Inc.",239,Food Services,"1,127,900",2009,,
CSX Corporation,240,Railroads,"1,125,500",2009,,
Jacobs Engineering Group Inc.,241,"Engineering, Construction","1,125,220",2009,,
Xcel Energy Inc.,242,Utilities: Gas and Electric,"1,120,320",2009,,
"Community Health Systems, Inc.",243,Health Care: Medical Facilities,"1,115,640",2009,,
"Qualcomm, Inc.",244,Network and Other Communications Equipment,"1,114,200",2009,,
"American International Group,Inc.",245,Insurance: Property and Casualty (Stock),"1,110,400",2009,,
Southwest Airlines Co.,246,Airlines,"1,102,300",2009,,
Genuine Parts Company,247,Wholesalers: Diversified,"1,101,530",2009,,
"Air Products & Chemicals, Inc.",248,Chemicals,"1,093,860",2009,,
"Praxair, Inc.",249,Chemicals,"1,079,600",2009,,
"Smith International, Inc.",250,"Oil and Gas Equipment, Services","1,077,080",2009,,
Commercial Metals Company,251,Metals,"1,076,460",2009,,
Sempra Energy,252,Utilities: Gas and Electric,"1,075,800",2009,,
"Western Refining, Inc.",253,Petroleum Refining,"1,072,560",2009,,
"Pepco Holdings, Inc.",254,Utilities: Gas and Electric,"1,070,000",2009,,
"Avon Products, Inc.",255,Household and Personal Products,"1,069,010",2009,,
Norfolk Southern Corporation,256,Railroads,"1,066,100",2009,,
"Liberty Global, Inc.",257,Telecommunications,"1,056,110",2009,,
Thermo Fisher Scientific Inc.,258,"Scientific,Photographic and Control Equipment","1,049,800",2009,,
Dollar General Corporation,259,General Merchandisers,"1,045,770",2009,,
BB&T Corporation,260,Commercial Banks,"1,040,400",2009,,
Starbucks Corporation,261,Food Services,"1,038,300",2009,,
Huntsman Corporation,262,Chemicals,"1,021,500",2009,,
"Harrah's Entertainment, Inc.",263,"Hotels, Casinos, Resorts","1,012,700",2009,,
URS Corporation,264,"Engineering, Construction","1,008,630",2009,,
Liberty Media Corporation,265,Internet Services and Retailing,"1,008,400",2009,,
"SAIC, Inc.",266,Information Technology Services,"1,007,800",2009,,
H.J. Heinz Company,267,Food Consumer Products,"1,007,080",2009,,
"Enbridge Energy Partners, L.P.",268,Pipelines,"1,006,000",2009,,
"BJ's Wholesale Club, Inc.",269,Specialty Retailers,"1,002,740",2009,,
Unum Group,270,"Insurance: Life, Health (stock)","998,230",2009,,
"Genworth Financial , Inc.",271,"Insurance: Life, Health (stock)","994,800",2009,,
Calpine Corporation,272,Energy,"993,700",2009,,
"Principal Financial Group, Inc.",273,"Insurance: Life, Health (stock)","993,590",2009,,
Lincoln National Corporation,274,"Insurance: Life, Health (stock)","990,500",2009,,
Terex Corporation,275,Construction and Farm Machinery,"988,960",2009,,
The Mosaic Company,276,Chemicals,"981,260",2009,,
Masco Corporation,277,"Home Equipment, Furnishings","970,000",2009,,
The PNC Financial Services Group Inc.,278,Commercial Banks,"968,000",2009,,
Guardian Life Ins. Co. of America,279,"Insurance: Life, Health (Mutual)","967,500",2009,,
Regions Financial Corporation,280,Commercial Banks,"963,660",2009,,
Rohm and Haas Company,281,Chemicals,"957,500",2009,,
Visteon Corporation,282,Motor Vehicles and Parts,"954,400",2009,,
Tenet Healthcare Corporation,283,Health Care: Medical Facilities,"949,400",2009,,
Eastman Kodak Company,284,"Scientific,Photographic and Control Equipment","941,600",2009,,
DTE Energy Company,285,Utilities: Gas and Electric,"933,600",2009,,
"Energy Transfer Equity, L.P.",286,Pipelines,"929,340",2009,,
The Hartford Financial Services Group Inc.,287,Insurance: Property and Casualty (Stock),"921,900",2009,,
"Progress Energy, Inc.",288,Utilities: Gas and Electric,"918,600",2009,,
NiSource Inc.,289,Utilities: Gas and Electric,"906,950",2009,,
"Limited Brands, Inc.",290,Specialty Retailers,"904,300",2009,,
Global Partners LP,291,Energy,"901,910",2009,,
Sanmina-SCI Corporation,292,Semiconductors and Other Electronic Components,"900,490",2009,,
YRC Worldwide Inc.,293,"Trucking, Truck Leasing","894,040",2009,,
Reynolds American Inc.,294,Tobacco,"884,500",2009,,
First Data Corporation,295,Financial Data Services,"881,130",2009,,
GameStop Corp.,296,Specialty Retailers,"880,590",2009,,
"Automatic Data Processing, Inc.",297,Diversified Outsourcing Services,"877,650",2009,,
Reliance Steel & Aluminum Co.,298,Wholesalers: Diversified,"871,880",2009,,
"Assurant, Inc.",299,Insurance: Property and Casualty (Stock),"860,120",2009,,
"C. H. Robinson Worldwide, Inc.",300,Transportation and Logistics,"857,860",2009,,
"Nordstrom, Inc.",301,General Merchandisers,"857,300",2009,,
Fifth Third Bancorp,302,Commercial Banks,"855,400",2009,,
eBay Inc.,303,Internet Services and Retailing,"854,130",2009,,
Pilgrim's Pride Corporation,304,Food Production,"852,510",2009,,
"Hertz Global Holdings, Inc.",305,"Automotive Retailing, Services","852,510",2009,,
AGCO Corporation,306,Construction and Farm Machinery,"842,460",2009,,
Aon Corporation,307,Diversified Financials,"840,600",2009,,
Centex Corporation,308,Homebuilders,"840,570",2009,,
Campbell Soup Co.,309,Food Consumer Products,"839,100",2009,,
Ashland Inc.,310,Chemicals,"838,100",2009,,
"CarMax, Inc.",311,"Automotive Retailing, Services","831,880",2009,,
"Crown Holdings, Inc.",312,"Packaging, Containers","830,500",2009,,
OfficeMax Incorporated,313,Specialty Retailers,"826,700",2009,,
PPL Corporation,314,Utilities: Gas and Electric,"820,600",2009,,
"Applied Materials, Inc.",315,Semiconductors and Other Electronic Components,"812,920",2009,,
Dana Holding Corporation,316,Motor Vehicles and Parts,"810,100",2009,,
"The Pantry, Inc.",317,Specialty Retailers,"808,860",2009,,
"Steel Dynamics, Inc.",318,Metals,"808,050",2009,,
Western Digital Corporation,319,Computer Peripherals,"807,400",2009,,
Boston Scientific Corporation,320,Medical Products and Equipment,"805,000",2009,,
"Peter Kiewit Sons', Inc.",321,"Engineering, Construction","801,200",2009,,
The Sherwin-Williams Company,322,Chemicals,"797,970",2009,,
"Targa Resources, Inc.",323,Pipelines,"797,020",2009,,
"Whole Foods Market, Inc.",325,Household and Personal Products,"791,080",2009,,
"Owens-Illinois, Inc.",326,"Packaging, Containers","788,470",2009,,
Ameren Corporation,327,Utilities: Gas and Electric,"783,900",2009,,
Synnex Corp.,328,Wholesalers: Electronics and Office Equipment,"776,820",2009,,
"Dole Food Company, Inc.",329,Food Consumer Products,"773,240",2009,,
"XTO Energy, Inc.",330,"Mining, Crude-Oil Production","769,500",2009,,
SLM Corporation,331,Diversified Financials,"768,940",2009,,
TravelCenters of America LLC,332,Specialty Retailers,"765,840",2009,,
Dover Corporation,333,Industrial Machinery,"765,300",2009,,
AK Steel Holding Corporation,334,Metals,"764,430",2009,,
V.F. Corporation,335,Apparel,"764,260",2009,,
Ball Corporation,336,"Packaging, Containers","756,150",2009,,
"Sonic Automotive, Inc.",337,"Automotive Retailing, Services","748,800",2009,,
Virgin Media Inc.,338,Telecommunications,"743,990",2009,,
"Owens & Minor, Inc.",339,Wholesalers: Health Care,"733,760",2009,,
"Winn-Dixie Stores, Inc.",340,Food and Drug Stores,"728,140",2009,,
Quest Diagnostics Incorporated,341,Health Care: Pharmacy and Other Services,"724,940",2009,,
Cablevision Systems Corporation,342,Telecommunications,"723,010",2009,,
Atmos Energy Corporation,343,Utilities: Gas and Electric,"722,130",2009,,
MGM MIRAGE,344,"Hotels, Casinos, Resorts","720,880",2009,,
Yahoo! Inc.,345,Internet Services and Retailing,"720,850",2009,,
"ArvinMeritor, Inc.",346,Motor Vehicles and Parts,"717,400",2009,,
"Becton, Dickinson and Company",347,Medical Products and Equipment,"715,850",2009,,
"Ameriprise Financial, Inc.",348,Diversified Financials,"714,900",2009,,
Oshkosh Corporation,349,Motor Vehicles and Parts,"713,830",2009,,
"EOG Resources, Inc",350,"Mining, Crude-Oil Production","712,710",2009,,
"Fortune Brands, Inc.",351,"Home Equipment, Furnishings","710,510",2009,,
Discover Financial Services,352,Financial Data Services,"708,800",2009,,
Peabody Energy Corporation,353,"Mining, Crude-Oil Production","707,400",2009,,
Goodrich Corporation,354,Aerospace and Defense,"706,170",2009,,
"Bed Bath & Beyond, Inc.",355,Specialty Retailers,"704,890",2009,,
Smurfit-Stone Container Corporation,356,"Packaging, Containers","704,200",2009,,
"The Shaw Group, Inc.",357,"Engineering, Construction","699,800",2009,,
Dillard's Inc.,358,General Merchandisers,"698,840",2009,,
"Family Dollar Stores, Inc.",359,General Merchandisers,"698,360",2009,,
"The Great Atlantic & Pacific Tea Company, Inc.",360,Food and Drug Stores,"696,380",2009,,
"The Interpublic Group of Companies, Inc.",361,"Advertising, marketing","696,270",2009,,
Precision Castparts Corporation,362,Aerospace and Defense,"691,640",2009,,
"NRG Energy, Inc.",363,Energy,"690,500",2009,,
Eastman Chemical Company,364,Chemicals,"689,500",2009,,
MeadWestvaco Corporation,365,"Packaging, Containers","689,000",2009,,
"W.W. Grainger, Inc.",366,Wholesalers: Diversified,"685,000",2009,,
"Mohawk Industries, Inc.",367,zMiscellaneous,"682,630",2009,,
Celanese Corporation,368,Chemicals,"682,300",2009,,
CMS Energy Corporation,369,Utilities: Gas and Electric,"682,100",2009,,
"Emcor Group, Inc.",370,"Engineering, Construction","678,520",2009,,
"Gannett Co., Inc.",371,"Publishing, Printing","676,770",2009,,
"CC Media Holdings, Inc.",372,Entertainment,"676,480",2009,,
Hormel Foods Corporation,373,Food Consumer Products,"675,490",2009,,
"Darden Restaurants, Inc.",374,Food Services,"674,720",2009,,
Stryker Corporation,375,Medical Products and Equipment,"671,820",2009,,
Avery Dennison Corporation,376,Chemicals,"671,040",2009,,
UGI Corporation,377,Energy,"664,820",2009,,
"D.R. Horton, Inc.",378,Homebuilders,"664,610",2009,,
AbitibiBowater Inc.,379,Forest and Paper Products,"664,510",2009,,
"AutoZone, Inc.",380,Specialty Retailers,"652,270",2009,,
"WellCare Health Plans, Inc.",381,Health Care: Insurance and Managed Care,"652,190",2009,,
KeyCorp,382,Commercial Banks,"649,900",2009,,
Frontier Oil Corporation,383,Petroleum Refining,"649,880",2009,,
"Ross Stores, Inc.",384,Specialty Retailers,"648,610",2009,,
"Charter Communications, Inc.",385,Telecommunications,"647,900",2009,,
"Autoliv, Inc.",386,Motor Vehicles and Parts,"647,320",2009,,
Newell Rubbermaid Inc.,387,"Home Equipment, Furnishings","647,060",2009,,
American Family Ins. Group,388,Insurance: Property and Casualty (Stock),"643,130",2009,,
"Henry Schein, Inc.",389,Wholesalers: Health Care,"640,760",2009,,
Domtar Corporation,390,Forest and Paper Products,"639,400",2009,,
"The McGraw-Hill Companies, Inc.",391,"Publishing, Printing","635,510",2009,,
"Omnicare, Inc.",392,Health Care: Pharmacy and Other Services,"631,060",2009,,
"Pulte Homes, Inc.",393,Homebuilders,"628,950",2009,,
"Visa, Inc.",394,Financial Data Services,"626,300",2009,,
Pitney Bowes Inc.,395,"Computers, Office Equipment","626,230",2009,,
General Cable Corporation,396,"Electronics, Electrical Equip.","623,010",2009,,
"CIT Group, Inc.",397,Commercial Banks,"622,890",2009,,
The First American Corporation,398,Insurance: Property and Casualty (Stock),"621,380",2009,,
"Ryder System, Inc.",399,"Trucking, Truck Leasing","620,370",2009,,
Newmont Mining Corporation,400,"Mining, Crude-Oil Production","619,900",2009,,
"Affiliated Computer Services, Inc.",401,Information Technology Services,"616,060",2009,,
SPX Corporation,402,Industrial Machinery,"614,400",2009,,
Ecolab Inc.,403,Chemicals,"613,750",2009,,
Anixter International Inc.,404,Wholesalers: Diversified,"613,660",2009,,
Embarq Corporation,405,Telecommunications,"612,400",2009,,
"WESCO International, Inc.",406,Wholesalers: Diversified,"611,080",2009,,
"Hexion Specialty Chemicals, Inc.",407,Chemicals,"609,300",2009,,
The Black & Decker Corporation,408,"Home Equipment, Furnishings","608,610",2009,,
Thrivent Financial for Lutherans,409,"Insurance: Life, Health (Mutual)","606,060",2009,,
"Franklin Resources, Inc.",410,Securities,"603,240",2009,,
"Avis Budget Group, Inc.",411,"Automotive Retailing, Services","598,400",2009,,
"Harley-Davidson, Inc.",412,Transportation Equipment,"597,130",2009,,
"Aleris International, Inc.",413,Metals,"596,820",2009,,
Corning Inc.,414,Network and Other Communications Equipment,"594,800",2009,,
"Mattel, Inc.",415,"Toys, Sporting Goods","591,800",2009,,
Tenneco Inc.,416,Motor Vehicles and Parts,"591,600",2009,,
"Starwood Hotels & Resorts Worldwide, Inc.",417,"Hotels, Casinos, Resorts","590,700",2009,,
"Advanced Micro Devices, Inc.",418,Semiconductors and Other Electronic Components,"588,100",2009,,
Symantec Corporation,419,Computer Software,"587,440",2009,,
Holly Corporation,420,Petroleum Refining,"586,770",2009,,
Cameron International Corporation,421,"Oil and Gas Equipment, Services","584,890",2009,,
Owens Corning,422,"Building Materials, Glass","584,700",2009,,
"Micron Technology, Inc.",423,Semiconductors and Other Electronic Components,"584,100",2009,,
Northeast Utilities,424,Utilities: Gas and Electric,"580,010",2009,,
"Agilent Technologies, Inc.",425,"Scientific,Photographic and Control Equipment","577,400",2009,,
ProLogis,426,Real estate,"577,280",2009,,
"Dr Pepper Snapple Group, Inc.",427,Beverages,"571,000",2009,,
"Group 1 Automotive, Inc.",428,"Automotive Retailing, Services","570,330",2009,,
Rockwell Automation Inc.,429,"Electronics, Electrical Equip.","569,780",2009,,
Northern Trust Corporation,430,Commercial Banks,"567,790",2009,,
The Timken Company,431,Industrial Machinery,"566,370",2009,,
Perini Corporation,432,"Engineering, Construction","566,030",2009,,
DaVita Inc.,433,Health Care: Medical Facilities,"566,020",2009,,
"Expeditors International of Washington, Inc.",434,Transportation and Logistics,"563,390",2009,,
"SunGard Data Systems, Inc.",435,Financial Data Services,"559,600",2009,,
"CH2M Hill Companies, Ltd.",436,"Engineering, Construction","558,990",2009,,
"Kelly Services, Inc.",437,Temporary Help,"551,730",2009,,
BJ Services Company,438,"Oil and Gas Equipment, Services","542,630",2009,,
"Graybar Electric Company, Inc.",439,Wholesalers: Diversified,"540,020",2009,,
The Charles Schwab Corporation,440,Securities,"539,300",2009,,
Western & Southern Mutual Holding Company,441,"Insurance: Life, Health (Mutual)","539,170",2009,,
Jarden Corporation,442,"Home Equipment, Furnishings","538,330",2009,,
El Paso Corporation,443,Pipelines,"536,300",2009,,
"Gilead Sciences, Inc.",444,Pharmaceuticals,"533,580",2009,,
SCANA Corporation,445,Utilities: Gas and Electric,"531,900",2009,,
NCR Corporation,446,"Computers, Office Equipment","531,500",2009,,
Harris Corporation,447,Network and Other Communications Equipment,"531,100",2009,,
Allegheny Technologies Inc.,448,Metals,"530,970",2009,,
"Host Hotels & Resorts, Inc.",449,Real estate,"529,400",2009,,
